item_id,name,price,Category,Meal_Type,calories_kcal,protein_g,fat_g,carbohydrates_g,salt_equivalent_g,saturated_fat_g,sugar_g,dietary_fiber_g,cholesterol_mg,sodium_mg,vitamin_c_mg,calcium_mg,iron_mg
155,Pancakes (2 medium),289,Grain,Breakfast,180,5.0,12.6,30.0,4.92,5.0,6.0,1.0,25,450.0,66.4,159.6,1.6
156,Maple Syrup (2 tbsp),70,Condiment,Breakfast,104,0.0,7.1,27.0,0.93,0.0,24.0,0.0,0,2.0,5.1,253.0,8.0
157,Sausage Link (1 cooked),453,Protein,Breakfast,85,5.0,3.8,1.0,2.37,7.0,0.5,0.0,20,300.0,42.3,102.8,13.7
158,Smoothie (Fruit & Yogurt),236,Beverage,Breakfast,280,12.0,11.5,55.0,2.12,3.0,40.0,7.0,5,70.0,42.7,157.2,0.3
159,Tofu (4oz firm),424,Protein,Lunch,90,10.0,14.4,3.0,4.51,5.0,1.0,2.0,0,10.0,63.6,407.2,5.8
160,Brown Rice (1 cup cooked),59,Grain,Lunch,215,5.0,23.3,45.0,3.64,1.8,0.4,3.5,0,10.0,70.0,95.4,6.3
161,Bell Pepper (1 medium red),377,Vegetable,Lunch,31,1.2,18.9,6.0,3.08,0.3,4.2,2.1,0,4.0,78.3,54.8,7.6
162,Hummus (2 tbsp),397,Legume,Snack,70,2.0,14.7,4.0,4.03,5.0,0.0,2.0,0,130.0,34.9,169.4,1.5
163,Pita Bread (1 whole wheat),273,Grain,Snack,170,6.0,6.8,35.0,1.47,1.5,2.0,5.0,0,320.0,72.6,482.0,11.4
164,Pork Chop (4oz grilled),413,Protein,Dinner,220,30.0,2.6,0.0,3.17,10.0,0.0,0.0,85,70.0,35.5,112.5,3.9
165,Mashed Potatoes (1 cup),122,Vegetable,Dinner,230,4.0,8.0,35.0,0.32,8.0,2.0,3.0,15,350.0,8.3,206.9,7.0
166,Corn (1 cup),387,Vegetable,Dinner,132,4.7,20.1,30.0,2.61,1.8,8.9,3.6,0,2.0,30.6,194.5,10.7
167,Soda (1 can Coke),264,Beverage,Snack,140,0.0,24.9,39.0,4.54,0.0,39.0,0.0,0,45.0,43.5,258.7,6.6
168,Pretzels (1 oz),446,Grain,Snack,110,3.0,13.8,23.0,4.77,1.0,1.0,1.0,0,450.0,93.5,394.5,4.3
169,Cheddar Cheese (1 oz),328,Dairy,Snack,115,7.0,24.8,1.0,0.01,9.5,0.5,0.0,30,180.0,6.9,14.7,6.1
170,Caesar Salad (with chicken),82,Meal,Lunch,470,30.0,0.2,15.0,4.59,30.0,3.0,3.0,75,890.0,5.8,36.0,1.1
171,Orange Juice (1 cup),427,Beverage,Breakfast,112,1.7,13.6,25.8,2.68,0.5,20.8,0.7,0,2.0,11.1,187.4,3.1
172,Bacon (2 slices cooked),294,Protein,Breakfast,86,6.0,6.5,0.2,4.73,6.8,0.1,0.0,18,330.0,14.2,475.7,0.5
173,Waffles (2 homemade),91,Grain,Breakfast,220,6.0,1.7,28.0,2.38,9.0,3.0,1.5,45,420.0,2.8,12.3,8.6
174,Pear,373,Fruit,Snack,101,0.6,22.6,27.0,0.06,0.2,16.0,5.5,0,2.0,63.2,82.4,0.2
175,Chicken Breast (4oz roasted),466,Protein,Lunch,185,35.0,24.2,0.0,2.0,4.0,0.0,0.0,95,80.0,73.3,352.8,14.9
176,Mixed Nuts (1/4 cup),206,Nut,Snack,200,6.0,2.4,8.0,4.05,18.0,2.0,3.0,0,1.0,86.4,5.1,1.8
177,Tilapia (4oz baked),198,Protein,Dinner,110,22.0,21.3,0.0,2.34,2.5,0.0,0.0,50,50.0,83.4,190.6,1.3
178,Asparagus (1 cup steamed),128,Vegetable,Dinner,40,4.3,6.1,7.4,0.15,0.4,3.5,3.6,0,4.0,86.7,107.6,8.8
179,Sweet Potato (1 medium baked),383,Vegetable,Dinner,103,2.3,23.2,23.6,3.69,0.2,7.4,3.8,0,41.0,35.2,92.6,11.3
180,Popcorn (3 cups air-popped),154,Grain,Snack,93,3.0,6.9,18.6,1.7,1.1,0.1,3.6,0,2.0,12.0,83.1,8.8
181,Raisins (1/4 cup),360,Fruit,Snack,130,1.3,16.8,34.0,4.3,0.2,25.0,1.6,0,5.0,43.2,7.3,7.9
182,Macaroni & Cheese (1 cup),313,Meal,Lunch,350,10.0,0.9,40.0,3.46,17.0,5.0,2.0,40,750.0,88.7,265.6,14.1
183,Tomato Soup (1 can),493,Meal,Lunch,170,4.0,7.4,25.0,3.24,6.0,15.0,4.0,10,900.0,36.3,276.9,0.1
184,Grilled Cheese Sandwich,336,Meal,Lunch,390,15.0,20.8,32.0,3.1,22.0,4.0,3.0,60,800.0,61.7,40.6,9.2
185,Beef Tacos (2 hard shell),347,Protein,Dinner,380,18.0,19.0,28.0,3.91,22.0,3.0,5.0,50,600.0,53.1,376.5,14.2
186,Refried Beans (1/2 cup),497,Legume,Dinner,115,7.0,23.7,19.0,4.87,1.0,1.0,6.0,0,480.0,10.4,262.8,6.7
187,Guacamole (1/4 cup),415,Vegetable,Dinner,90,1.0,5.1,4.0,1.72,8.0,0.5,3.0,0,120.0,18.0,294.5,7.0
188,Watermelon (1 cup diced),128,Fruit,Snack,46,0.9,4.3,11.5,1.52,0.2,9.4,0.6,0,2.0,74.7,424.3,4.2
189,English Muffin (whole wheat),485,Grain,Breakfast,134,6.0,3.3,26.0,3.34,1.0,1.0,4.4,0,210.0,13.7,254.0,9.7
190,Peanut Butter & Jelly Sandwich,231,Meal,Lunch,390,12.0,22.8,50.0,1.48,17.0,20.0,5.0,0,450.0,37.6,17.2,2.5
191,Clam Chowder (1 cup),430,Meal,Lunch,200,10.0,23.3,18.0,1.94,9.0,2.0,1.0,30,870.0,20.9,497.8,0.5
192,Iced Tea (Sweetened 16oz),234,Beverage,Snack,180,0.0,3.4,46.0,0.25,0.0,46.0,0.0,0,15.0,82.1,78.8,14.9
193,Lasagna (1 serving meat),74,Meal,Dinner,350,20.0,22.8,30.0,2.59,17.0,7.0,4.0,55,850.0,16.1,348.2,1.6
194,Garlic Bread (1 slice),58,Grain,Dinner,150,4.0,22.9,18.0,2.08,7.0,1.0,1.0,0,310.0,91.5,124.1,3.3
195,Chocolate Milk (1 cup),203,Beverage,Snack,200,8.0,9.9,26.0,3.08,8.0,24.0,1.0,30,160.0,99.2,183.9,8.3
196,White Bread (1 slice),129,Grain,Breakfast,70,2.0,5.9,13.0,4.3,1.0,1.2,0.6,0,140.0,36.9,419.7,11.5
197,Jelly (1 tbsp grape),329,Condiment,Breakfast,50,0.0,22.4,13.0,2.96,0.0,12.0,0.1,0,5.0,58.7,41.7,5.7
198,Veggie Burger (1 patty),480,Protein,Lunch,120,11.0,16.6,10.0,3.53,4.0,1.0,5.0,0,350.0,93.2,499.5,10.0
199,Bun (hamburger),269,Grain,Lunch,140,4.0,24.9,26.0,4.1,2.0,4.0,1.0,0,260.0,53.9,217.1,12.2
200,Ketchup (1 tbsp),432,Condiment,Lunch,20,0.2,12.6,5.0,1.63,0.1,4.0,0.2,0,160.0,65.0,472.9,0.1
201,Muffin (Blueberry 1 large),188,Grain,Breakfast,380,5.0,21.5,55.0,3.28,16.0,30.0,2.0,50,350.0,52.5,13.3,8.1
202,Coffee (with cream/sugar),490,Beverage,Breakfast,50,0.5,22.3,5.0,3.59,3.0,4.5,0.0,10,10.0,88.1,472.5,4.5
203,Potato Chips (1 oz),199,Snack,Snack,160,2.0,24.9,15.0,0.13,10.0,0.5,1.0,0,170.0,0.1,342.3,2.4
204,Tzatziki Sauce (2 tbsp),369,Condiment,Dinner,30,1.5,0.4,2.0,3.79,2.0,1.5,0.0,5,100.0,70.0,29.8,2.5
205,Pancakes (2 medium),370,Grain,Breakfast,180,5.0,4.9,30.0,3.59,5.0,6.0,1.0,25,450.0,99.8,37.9,3.9
206,Maple Syrup (2 tbsp),415,Condiment,Breakfast,104,0.0,0.8,27.0,3.03,0.0,24.0,0.0,0,2.0,26.0,463.1,8.4
207,Sausage Link (1 cooked),179,Protein,Breakfast,85,5.0,14.4,1.0,3.24,7.0,0.5,0.0,20,300.0,73.4,169.1,3.9
208,Smoothie (Fruit & Yogurt),74,Beverage,Breakfast,280,12.0,19.7,55.0,3.31,3.0,40.0,7.0,5,70.0,60.0,472.1,13.7
209,Tofu (4oz firm),430,Protein,Lunch,90,10.0,20.7,3.0,0.73,5.0,1.0,2.0,0,10.0,98.8,397.6,3.3
210,Brown Rice (1 cup cooked),102,Grain,Lunch,215,5.0,8.6,45.0,2.47,1.8,0.4,3.5,0,10.0,12.0,167.9,13.6
211,Bell Pepper (1 medium red),384,Vegetable,Lunch,31,1.2,13.9,6.0,4.47,0.3,4.2,2.1,0,4.0,19.6,338.4,8.6
212,Hummus (2 tbsp),456,Legume,Snack,70,2.0,1.6,4.0,2.79,5.0,0.0,2.0,0,130.0,22.1,105.4,7.0
213,Pita Bread (1 whole wheat),166,Grain,Snack,170,6.0,17.5,35.0,2.54,1.5,2.0,5.0,0,320.0,13.3,116.8,8.9
214,Pork Chop (4oz grilled),332,Protein,Dinner,220,30.0,8.9,0.0,3.15,10.0,0.0,0.0,85,70.0,79.5,38.8,5.6
215,Mashed Potatoes (1 cup),97,Vegetable,Dinner,230,4.0,23.1,35.0,3.78,8.0,2.0,3.0,15,350.0,95.4,476.6,11.1
216,Corn (1 cup),366,Vegetable,Dinner,132,4.7,18.4,30.0,2.74,1.8,8.9,3.6,0,2.0,49.2,5.1,0.7
217,Soda (1 can Coke),68,Beverage,Snack,140,0.0,10.2,39.0,4.8,0.0,39.0,0.0,0,45.0,61.7,273.2,10.0
218,Pretzels (1 oz),389,Grain,Snack,110,3.0,22.2,23.0,1.02,1.0,1.0,1.0,0,450.0,83.4,281.1,10.4
219,Cheddar Cheese (1 oz),181,Dairy,Snack,115,7.0,3.1,1.0,3.48,9.5,0.5,0.0,30,180.0,31.6,155.5,2.9
220,Caesar Salad (with chicken),70,Meal,Lunch,470,30.0,20.1,15.0,0.46,30.0,3.0,3.0,75,890.0,21.7,345.3,11.1
221,Orange Juice (1 cup),474,Beverage,Breakfast,112,1.7,10.4,25.8,0.59,0.5,20.8,0.7,0,2.0,70.2,241.5,11.1
222,Bacon (2 slices cooked),342,Protein,Breakfast,86,6.0,21.7,0.2,2.3,6.8,0.1,0.0,18,330.0,4.0,61.9,2.1
223,Waffles (2 homemade),379,Grain,Breakfast,220,6.0,20.3,28.0,0.98,9.0,3.0,1.5,45,420.0,86.1,90.4,12.4
224,Pear,111,Fruit,Snack,101,0.6,15.5,27.0,1.67,0.2,16.0,5.5,0,2.0,92.9,260.9,7.0
225,Chicken Breast (4oz roasted),204,Protein,Lunch,185,35.0,18.2,0.0,3.57,4.0,0.0,0.0,95,80.0,83.1,167.4,1.0
226,Mixed Nuts (1/4 cup),126,Nut,Snack,200,6.0,5.0,8.0,4.65,18.0,2.0,3.0,0,1.0,32.9,32.9,3.1
227,Tilapia (4oz baked),300,Protein,Dinner,110,22.0,0.1,0.0,1.51,2.5,0.0,0.0,50,50.0,7.1,248.4,10.2
228,Asparagus (1 cup steamed),415,Vegetable,Dinner,40,4.3,3.4,7.4,4.85,0.4,3.5,3.6,0,4.0,64.3,419.7,2.7
229,Sweet Potato (1 medium baked),294,Vegetable,Dinner,103,2.3,19.9,23.6,0.79,0.2,7.4,3.8,0,41.0,44.4,70.9,3.0
230,Popcorn (3 cups air-popped),459,Grain,Snack,93,3.0,14.3,18.6,3.85,1.1,0.1,3.6,0,2.0,4.4,413.0,14.0
231,Raisins (1/4 cup),353,Fruit,Snack,130,1.3,24.6,34.0,0.26,0.2,25.0,1.6,0,5.0,68.8,317.1,0.2
232,Macaroni & Cheese (1 cup),192,Meal,Lunch,350,10.0,9.4,40.0,0.2,17.0,5.0,2.0,40,750.0,87.6,48.1,12.7
233,Tomato Soup (1 can),427,Meal,Lunch,170,4.0,7.7,25.0,4.97,6.0,15.0,4.0,10,900.0,29.0,178.1,5.0
234,Grilled Cheese Sandwich,101,Meal,Lunch,390,15.0,9.3,32.0,3.28,22.0,4.0,3.0,60,800.0,91.6,144.8,2.4
235,Beef Tacos (2 hard shell),340,Protein,Dinner,380,18.0,9.3,28.0,1.88,22.0,3.0,5.0,50,600.0,30.7,311.9,12.2
236,Refried Beans (1/2 cup),234,Legume,Dinner,115,7.0,5.1,19.0,2.11,1.0,1.0,6.0,0,480.0,11.8,226.0,9.2
237,Guacamole (1/4 cup),408,Vegetable,Dinner,90,1.0,16.5,4.0,0.27,8.0,0.5,3.0,0,120.0,44.1,136.1,13.7
238,Watermelon (1 cup diced),89,Fruit,Snack,46,0.9,0.8,11.5,3.2,0.2,9.4,0.6,0,2.0,49.5,323.3,14.5
239,English Muffin (whole wheat),351,Grain,Breakfast,134,6.0,19.9,26.0,1.56,1.0,1.0,4.4,0,210.0,20.7,62.4,11.8
240,Peanut Butter & Jelly Sandwich,399,Meal,Lunch,390,12.0,7.8,50.0,4.26,17.0,20.0,5.0,0,450.0,24.4,77.1,1.7
241,Clam Chowder (1 cup),489,Meal,Lunch,200,10.0,5.3,18.0,1.5,9.0,2.0,1.0,30,870.0,81.5,175.7,4.2
242,Iced Tea (Sweetened 16oz),109,Beverage,Snack,180,0.0,3.5,46.0,4.06,0.0,46.0,0.0,0,15.0,40.3,75.3,3.8
243,Lasagna (1 serving meat),76,Meal,Dinner,350,20.0,4.6,30.0,3.78,17.0,7.0,4.0,55,850.0,72.0,65.0,12.9
244,Garlic Bread (1 slice),374,Grain,Dinner,150,4.0,17.2,18.0,1.02,7.0,1.0,1.0,0,310.0,13.5,318.3,1.6
245,Chocolate Milk (1 cup),109,Beverage,Snack,200,8.0,3.7,26.0,3.64,8.0,24.0,1.0,30,160.0,59.9,426.0,0.6
246,White Bread (1 slice),341,Grain,Breakfast,70,2.0,17.4,13.0,1.44,1.0,1.2,0.6,0,140.0,15.6,372.9,12.0
247,Jelly (1 tbsp grape),254,Condiment,Breakfast,50,0.0,16.3,13.0,1.48,0.0,12.0,0.1,0,5.0,49.6,493.5,6.0
248,Veggie Burger (1 patty),94,Protein,Lunch,120,11.0,14.1,10.0,0.17,4.0,1.0,5.0,0,350.0,94.4,300.3,12.0
249,Bun (hamburger),178,Grain,Lunch,140,4.0,10.7,26.0,0.01,2.0,4.0,1.0,0,260.0,58.7,181.9,14.7
250,Ketchup (1 tbsp),174,Condiment,Lunch,20,0.2,4.4,5.0,2.11,0.1,4.0,0.2,0,160.0,90.3,438.8,1.9
251,Muffin (Blueberry 1 large),195,Grain,Breakfast,380,5.0,22.3,55.0,2.17,16.0,30.0,2.0,50,350.0,85.7,118.2,1.3
252,Coffee (with cream/sugar),187,Beverage,Breakfast,50,0.5,2.2,5.0,2.21,3.0,4.5,0.0,10,10.0,38.1,386.6,11.3
253,Potato Chips (1 oz),373,Snack,Snack,160,2.0,8.9,15.0,2.75,10.0,0.5,1.0,0,170.0,13.4,320.2,0.6
254,Tzatziki Sauce (2 tbsp),198,Condiment,Dinner,30,1.5,9.4,2.0,2.99,2.0,1.5,0.0,5,100.0,56.4,78.1,12.7
255,Scallops (3oz seared),251,Protein,Dinner,95,17.0,4.8,5.0,4.72,1.0,0.0,0.0,35,180.0,13.4,315.2,8.8
256,Risotto (Mushroom 1 cup),319,Meal,Dinner,250,7.0,18.1,35.0,0.78,9.0,3.0,3.0,20,600.0,53.1,497.7,6.8
257,Caprese Salad,80,Meal,Lunch,240,10.0,22.5,8.0,2.97,18.0,5.0,2.0,40,350.0,96.8,478.6,13.7
258,Balsamic Vinaigrette (2 tbsp),102,Condiment,Lunch,90,0.0,2.8,3.0,1.51,9.0,2.5,0.0,0,300.0,23.5,474.7,5.4
259,Cherries (1 cup),233,Fruit,Snack,77,1.6,11.3,19.0,2.06,0.5,15.0,2.5,0,0.0,26.4,491.7,12.4
260,Turkey Bacon (2 slices),132,Protein,Breakfast,70,6.0,7.9,1.0,3.54,5.0,0.5,0.0,30,360.0,34.5,29.8,8.9
261,Grits (1 cup cooked),136,Grain,Breakfast,150,3.0,1.3,32.0,2.6,1.0,0.5,2.0,0,320.0,21.4,345.4,7.8
262,Butter (1 tbsp),166,Condiment,Breakfast,100,0.1,3.0,0.0,4.54,11.0,0.0,0.0,30,82.0,94.9,132.4,4.8
263,Meatball Sub (6 inch),359,Meal,Lunch,580,28.0,4.9,55.0,1.6,27.0,10.0,6.0,70,1200.0,61.9,255.2,1.5
264,Kiwifruit (1 medium),375,Fruit,Snack,46,0.9,5.1,11.1,2.48,0.4,6.7,2.3,0,2.0,16.2,200.6,6.0
265,Beef Jerky (1 oz),352,Snack,Snack,116,9.4,19.1,3.1,0.52,7.2,2.5,0.5,30,590.0,61.1,333.3,12.5
266,Figs (2 medium),144,Fruit,Snack,74,0.6,7.0,19.2,4.32,0.3,16.2,2.9,0,2.0,75.1,321.9,5.6
267,Lobster (3oz steamed),171,Protein,Dinner,76,16.0,15.5,0.0,4.95,0.7,0.0,0.0,125,250.0,74.9,422.4,12.0
268,Melted Butter (for lobster),376,Condiment,Dinner,200,0.2,17.3,0.0,4.28,22.0,0.0,0.0,60,164.0,44.4,263.1,12.7
269,Corn on the Cob (1 large),153,Vegetable,Dinner,125,5.0,14.7,29.0,4.48,1.5,5.0,3.0,0,2.0,32.3,139.0,6.1
270,Vegetable Soup (1 can),412,Meal,Lunch,140,4.0,4.5,22.0,2.4,4.0,8.0,6.0,5,780.0,60.9,396.6,4.7
271,Saltine Crackers (5 crackers),203,Grain,Lunch,60,1.0,16.4,10.0,1.83,1.5,0.0,0.5,0,140.0,69.2,205.7,11.8
272,Mango (1 cup slices),249,Fruit,Snack,99,1.4,18.8,24.7,0.85,0.6,22.5,2.6,0,2.0,80.7,330.4,8.7
273,Cheesecake (1 slice),62,Dessert,Snack,320,5.0,20.0,28.0,3.41,21.0,20.0,1.0,65,280.0,88.5,243.1,7.2
274,Pad Thai (Chicken 1.5 cups),311,Meal,Dinner,550,25.0,9.2,60.0,0.03,22.0,10.0,5.0,70,950.0,93.9,199.7,13.4
275,Spring Roll (Veg 2 rolls),300,Snack,Dinner,180,4.0,2.7,25.0,4.22,7.0,3.0,3.0,0,450.0,46.4,50.6,3.7
276,Coconut Water (1 cup),199,Beverage,Snack,46,1.7,17.1,8.9,2.65,0.5,6.3,2.6,0,252.0,75.8,497.1,8.0
277,Kimchi (1/2 cup),141,Vegetable,Side,22,1.7,22.7,4.0,2.75,0.4,1.5,2.4,0,750.0,1.2,392.2,12.2
278,Sashimi (Salmon 3 pcs),111,Protein,Lunch,120,18.0,23.0,0.0,1.31,5.0,0.0,0.0,40,45.0,89.4,454.1,12.7
279,Wasabi (1 tsp),220,Condiment,Lunch,10,0.1,20.0,2.2,0.51,0.1,1.0,0.3,0,40.0,37.4,485.2,6.0
280,Seaweed Salad (1/2 cup),398,Vegetable,Lunch,60,2.0,4.4,8.0,2.95,3.0,4.0,2.0,0,350.0,5.6,94.3,7.5
281,French Onion Soup (1 cup),166,Meal,Lunch,150,6.0,13.4,15.0,0.97,7.0,5.0,2.0,20,800.0,42.6,336.4,12.0
282,Croutons (1/4 cup),224,Grain,Lunch,50,1.5,13.9,7.0,0.96,2.0,0.5,0.5,0,140.0,20.6,410.5,3.9
283,Shepherd's Pie (1 serving),293,Protein,Dinner,400,20.0,2.6,35.0,0.23,20.0,7.0,6.0,55,850.0,14.5,195.3,8.8
284,Green Peas (1/2 cup),128,Legume,Dinner,62,4.1,1.9,11.1,0.33,0.2,4.2,4.4,0,2.0,66.8,13.7,9.1
285,Apple Pie (1 slice),142,Dessert,Snack,410,3.0,14.8,58.0,4.62,19.0,25.0,3.0,0,320.0,75.1,15.4,8.9
286,Gin & Tonic (1 drink),411,Beverage,Snack,170,0.0,23.1,13.0,3.52,0.0,13.0,0.0,0,2.0,13.2,95.3,11.8
287,Red Wine (5 oz glass),361,Beverage,Dinner,125,0.1,6.8,3.8,2.04,0.0,0.9,0.0,0,6.0,42.4,163.4,2.3
288,Halibut (4oz baked),59,Protein,Dinner,125,24.0,20.0,0.0,1.45,2.5,0.0,0.0,40,60.0,68.7,280.0,13.9
289,Quinoa Salad (1 cup),422,Meal,Lunch,260,9.0,19.9,32.0,0.54,12.0,4.0,6.0,0,300.0,53.1,58.2,7.8
290,Lemonade (1 cup),125,Beverage,Snack,99,0.1,5.8,26.0,3.12,0.0,25.0,0.1,0,30.0,64.1,329.6,9.9
291,Pistachios (1 oz shelled),274,Nut,Snack,159,5.7,3.2,7.7,0.29,12.8,2.2,3.0,0,2.0,72.2,359.2,9.6
292,Oat Milk (1 cup),355,Beverage,Breakfast,120,3.0,3.4,16.0,2.6,5.0,7.0,2.0,0,100.0,27.9,264.2,9.4
293,Biscuits and Gravy (1 serving),437,Meal,Breakfast,480,10.0,16.3,45.0,0.11,28.0,3.0,2.0,35,1100.0,73.1,228.9,13.0
294,Avocado (1/2 fruit),332,Fruit,Breakfast,160,2.0,22.9,8.5,1.95,14.7,0.7,6.7,0,7.0,70.6,265.1,0.4
295,Corn Flakes (1 cup),209,Grain,Breakfast,100,2.0,3.7,24.0,2.2,0.0,3.0,1.0,0,200.0,30.5,278.5,13.0
296,T-Bone Steak (6oz),144,Protein,Dinner,460,38.0,24.6,0.0,2.2,33.0,0.0,0.0,105,110.0,80.1,43.9,10.9
297,Creamed Spinach (1/2 cup),284,Vegetable,Dinner,190,5.0,19.0,8.0,1.19,16.0,2.0,3.0,50,450.0,76.7,447.9,1.0
298,Pecans (1 oz),214,Nut,Snack,196,2.6,14.7,3.9,4.9,20.4,1.1,2.7,0,0.0,51.3,61.3,7.9
299,Fruit Cocktail (canned 1 cup),270,Fruit,Snack,110,1.0,11.8,28.0,2.43,0.0,26.0,2.0,0,10.0,77.4,60.4,13.6
300,Ramen (Instant 1 pack),300,Meal,Lunch,380,9.0,24.9,53.0,2.68,14.0,2.0,2.0,0,1580.0,52.1,397.5,13.2
301,Mocha Latte (16oz),453,Beverage,Snack,360,12.0,6.5,48.0,1.25,15.0,42.0,2.0,45,150.0,80.4,446.2,6.1
302,Cucumber Slices (1 cup),348,Vegetable,Snack,16,0.7,10.3,3.6,0.51,0.1,1.7,0.5,0,2.0,65.4,443.5,7.2
303,Feta Cheese (1 oz),166,Dairy,Lunch,75,4.0,4.1,1.2,1.97,6.1,0.7,0.0,25,316.0,25.3,354.6,4.4
